lambda,profile_name,profile_color,profile_marker,service_rate,spawn_rate,max_queue,ram_warm,cpu_warm,ram_demand,cpu_demand,best_theta_blocking_ratios,best_blocking_ratios_value,best_theta_latency,best_latency_value,best_theta_ram_usage_per_request,best_ram_usage_per_request_value,best_theta_cpu_usage_per_request,best_cpu_usage_per_request_value
6.266363636363636,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20766788678154213,0.5140404040404041,2.3856543612187036,0.5140404040404041,1.4577956496674875
6.367272727272727,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20626662550662628,0.4636363636363637,2.3848137844297383,0.4636363636363637,1.4520679142350883
6.468181818181818,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20539409677874554,0.5644444444444445,2.375369096527246,0.5644444444444445,1.4491693011215265
6.569090909090908,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20618723235858208,0.5644444444444445,2.368818567633264,0.3628282828282829,1.4504946400541003
6.67,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.2087672164217553,0.3124242424242425,2.3505749778426477,0.3124242424242425,1.4338557610220422
6.7709090909090905,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.2060980179017851,0.6652525252525253,2.3589396493375006,0.4636363636363637,1.445033957219228
6.871818181818181,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.2054892813091635,0.4132323232323233,2.3453858355963986,0.4132323232323233,1.437841419476964
6.972727272727273,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.2067241846251083,0.4636363636363637,2.3314673111497193,0.4636363636363637,1.4402917464363814
7.073636363636363,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.2071141267605859,0.614848484848485,2.3050159011663953,0.614848484848485,1.4295980003334676
7.174545454545454,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.20669995478147682,0.3628282828282829,2.31739282199019,0.7660606060606061,1.4315201084008877
7.275454545454545,light-app-intensive-traffic,#1f77b4,o,5.0,1.0,20,3,1,5,5,0.01,0.0,0.01,0.2061421766995868,0.5644444444444445,2.3129699279155433,0.26202020202020204,1.4321361524678524
